acronym,group
HHIP,oligodendrocyte
HIATL1,oligodendrocyte
HIF1A,oligodendrocyte
HINT3,oligodendrocyte
HIP1R,oligodendrocyte
HIPK2,oligodendrocyte
HIST1H2BC,oligodendrocyte
HIST1H2BE,oligodendrocyte
HIST1H3A,oligodendrocyte
HIST1H3D,oligodendrocyte
HIST1H4I,oligodendrocyte
HK2,oligodendrocyte
HLTF,oligodendrocyte
HMBOX1,oligodendrocyte
HMBS,oligodendrocyte
HMG20A,oligodendrocyte
HMGB1,oligodendrocyte
HMGB2,oligodendrocyte
HMGB4,oligodendrocyte
HMGCS1,oligodendrocyte
HN1L,oligodendrocyte
HNRPDL,oligodendrocyte
HOMER2,oligodendrocyte
HOMER3,oligodendrocyte
HOOK3,oligodendrocyte
HPS5,oligodendrocyte
HR,oligodendrocyte
HRASLS,oligodendrocyte
HSD17B7,oligodendrocyte
HSP90B1,oligodendrocyte
HSPA2,oligodendrocyte
HSPE1,oligodendrocyte
HTR1A,oligodendrocyte
HTRA3,oligodendrocyte
HUWE1,oligodendrocyte
IAH1,oligodendrocyte
ICK,oligodendrocyte
IDH1,oligodendrocyte
IDI1,oligodendrocyte
IFNAR2,oligodendrocyte
IGBP1,oligodendrocyte
IGF2BP3,oligodendrocyte
IKZF5,oligodendrocyte
IL12RB1,oligodendrocyte
IL1A,oligodendrocyte
IL1RAP,oligodendrocyte
IL23A,oligodendrocyte
ILF2,oligodendrocyte
ILF3,oligodendrocyte
ILK,oligodendrocyte
ILKAP,oligodendrocyte
ILVBL,oligodendrocyte
IMP3,oligodendrocyte
INPPL1,oligodendrocyte
INSC,oligodendrocyte
INTS2,oligodendrocyte
INTS4,oligodendrocyte
INTS6,oligodendrocyte
IPO13,oligodendrocyte
IPPK,oligodendrocyte
IPW,oligodendrocyte
IQCE,oligodendrocyte
IREB2,oligodendrocyte
IRS1,oligodendrocyte
IRX2,oligodendrocyte
ISOC1,oligodendrocyte
ITCH,oligodendrocyte
ITFG2,oligodendrocyte
ITFG3,oligodendrocyte
ITGB1,oligodendrocyte
ITGB4,oligodendrocyte
ITGB7,oligodendrocyte
ITIH3,oligodendrocyte
ITM2A,oligodendrocyte
ITPR2,oligodendrocyte
JAM2,oligodendrocyte
JAM3,oligodendrocyte
JARID2,oligodendrocyte
JMJD1C,oligodendrocyte
JMY,oligodendrocyte
JOSD2,oligodendrocyte
KBTBD3,oligodendrocyte
KCNA1,oligodendrocyte
KCND2,oligodendrocyte
KCNE4,oligodendrocyte
KCNJ16,oligodendrocyte
KCNQ1,oligodendrocyte
KCTD4,oligodendrocyte
KDELC1,oligodendrocyte
KDELR2,oligodendrocyte
KIF13B,oligodendrocyte
KIF1B,oligodendrocyte
KIF21A,oligodendrocyte
KIF26A,oligodendrocyte
KIF5B,oligodendrocyte
KIRREL3,oligodendrocyte
KLF13,oligodendrocyte
KLHL17,oligodendrocyte
KLHL2,oligodendrocyte
KLHL24,oligodendrocyte
KLHL4,oligodendrocyte
KLHL5,oligodendrocyte
KLK6,oligodendrocyte
KNDC1,oligodendrocyte
KPNA1,oligodendrocyte
KPNB1,oligodendrocyte
KTN1,oligodendrocyte
L3MBTL2,oligodendrocyte
LAD1,oligodendrocyte
LAMP1,oligodendrocyte
LAMP2,oligodendrocyte
LAP3,oligodendrocyte
LAPTM5,oligodendrocyte
LASS1,oligodendrocyte
LASS2,oligodendrocyte
LASS5,oligodendrocyte
LATS2,oligodendrocyte
LBH,oligodendrocyte
LBR,oligodendrocyte
LCOR,oligodendrocyte
LDLR,oligodendrocyte
LDLRAD3,oligodendrocyte
LDLRAP1,oligodendrocyte
LECT1,oligodendrocyte
LEPRE1,oligodendrocyte
LEPROT,oligodendrocyte
LGI3,oligodendrocyte
LHFPL2,oligodendrocyte
LHFPL3,oligodendrocyte
LIG3,oligodendrocyte
LIMA1,oligodendrocyte
LIMS2,oligodendrocyte
LINGO2,oligodendrocyte
LITAF,oligodendrocyte
LLGL1,oligodendrocyte
LMAN1,oligodendrocyte
LMCD1,oligodendrocyte
LMTK2,oligodendrocyte
LNX1,oligodendrocyte
LRCH1,oligodendrocyte
LRCH2,oligodendrocyte
LRCH3,oligodendrocyte
LRRC4,oligodendrocyte
LRRC42,oligodendrocyte
LRRC61,oligodendrocyte
LRRC62,oligodendrocyte
LRRC8D,oligodendrocyte
LRRN1,oligodendrocyte
LRRTM2,oligodendrocyte
LRRTM3,oligodendrocyte
LSAMP,oligodendrocyte
LSM3,oligodendrocyte
LSM6,oligodendrocyte
LSM7,oligodendrocyte
LSS,oligodendrocyte
LTBP1,oligodendrocyte
LTV1,oligodendrocyte
LUC7L2,oligodendrocyte
LY86,oligodendrocyte
LZTFL1,oligodendrocyte
LZTS2,oligodendrocyte
M6PR,oligodendrocyte
MAG,oligodendrocyte
MAGI2,oligodendrocyte
MAGOH,oligodendrocyte
MAL,oligodendrocyte
MALAT1,oligodendrocyte
MAN1A2,oligodendrocyte
MAN1C1,oligodendrocyte
MAN2A2,oligodendrocyte
MAN2B1,oligodendrocyte
MAP2K5,oligodendrocyte
MAP3K11,oligodendrocyte
MAP3K3,oligodendrocyte
MAP3K7,oligodendrocyte
MAP3K7IP2,oligodendrocyte
MAP4K4,oligodendrocyte
MAP4K5,oligodendrocyte
MAP6D1,oligodendrocyte
MAPK3,oligodendrocyte
MAPK6,oligodendrocyte
MAPK7,oligodendrocyte
MAPK8IP1,oligodendrocyte
MAPKAPK5,oligodendrocyte
MAPRE1,oligodendrocyte
MAPRE2,oligodendrocyte
MARCH1,oligodendrocyte
MARCH8,oligodendrocyte
MARCKS,oligodendrocyte
MARCKSL1,oligodendrocyte
MARS,oligodendrocyte
MARVELD1,oligodendrocyte
MATN1,oligodendrocyte
MATN4,oligodendrocyte
MBD5,oligodendrocyte
MBIP,oligodendrocyte
MBOAT1,oligodendrocyte
MBP,oligodendrocyte
MCAM,oligodendrocyte
MCART1,oligodendrocyte
MCM2,oligodendrocyte
MCM5,oligodendrocyte
MCM7,oligodendrocyte
MDM2,oligodendrocyte
MDM4,oligodendrocyte
ME2,oligodendrocyte
MED31,oligodendrocyte
MEGF11,oligodendrocyte
METTL8,oligodendrocyte
MFAP3,oligodendrocyte
MFSD1,oligodendrocyte
MFSD2,oligodendrocyte
MFSD3,oligodendrocyte
MGAT3,oligodendrocyte
MGLL,oligodendrocyte
MGP,oligodendrocyte
MICAL1,oligodendrocyte
MICALL1,oligodendrocyte
MIDN,oligodendrocyte
MIF4GD,oligodendrocyte
MINA,oligodendrocyte
MITF,oligodendrocyte
MKRN1,oligodendrocyte
MLH1,oligodendrocyte
MLLT10,oligodendrocyte
MMP15,oligodendrocyte
MMP2,oligodendrocyte
MOBKL2A,oligodendrocyte
MOBKL2B,oligodendrocyte
MOBP,oligodendrocyte
MOG,oligodendrocyte
MON2,oligodendrocyte
MOSPD2,oligodendrocyte
MPHOSPH6,oligodendrocyte
MPHOSPH9,oligodendrocyte
MPP5,oligodendrocyte
MPZL1,oligodendrocyte
MRPL14,oligodendrocyte
MRPL15,oligodendrocyte
MRPL20,oligodendrocyte
MRPL24,oligodendrocyte
MRPL3,oligodendrocyte
MRPL36,oligodendrocyte
MRPL48,oligodendrocyte
MRPL52,oligodendrocyte
MRPL54,oligodendrocyte
MRPS12,oligodendrocyte
MRPS26,oligodendrocyte
MRPS7,oligodendrocyte
MRTO4,oligodendrocyte
MSRB3,oligodendrocyte
MSTO1,oligodendrocyte
MTA3,oligodendrocyte
MTAP,oligodendrocyte
MTCP1,oligodendrocyte
MTF1,oligodendrocyte
MTHFR,oligodendrocyte
MTHFSD,oligodendrocyte
MTIF2,oligodendrocyte
MTMR2,oligodendrocyte
MTMR4,oligodendrocyte
MTUS1,oligodendrocyte
MVD,oligodendrocyte
MVK,oligodendrocyte
MX2,oligodendrocyte
MXD1,oligodendrocyte
MXRA7,oligodendrocyte
MYCL1,oligodendrocyte
MYEF2,oligodendrocyte
MYO1D,oligodendrocyte
MYO5A,oligodendrocyte
MYO6,oligodendrocyte
MYT1,oligodendrocyte
N6AMT2,oligodendrocyte
NAP1L1,oligodendrocyte
NARG1L,oligodendrocyte
NASP,oligodendrocyte
NAV1,oligodendrocyte
NCALD,oligodendrocyte
NCAM1,oligodendrocyte
NCAM2,oligodendrocyte
NCAPG2,oligodendrocyte
NCAPH2,oligodendrocyte
NCBP2,oligodendrocyte
NCOA3,oligodendrocyte
NCOR1,oligodendrocyte
NCOR2,oligodendrocyte
NDE1,oligodendrocyte
NDEL1,oligodendrocyte
NDNL2,oligodendrocyte
NEK3,oligodendrocyte
NEO1,oligodendrocyte
NF1,oligodendrocyte
NFASC,oligodendrocyte
NFATC2IP,oligodendrocyte
NFE2L3,oligodendrocyte
NFIL3,oligodendrocyte
NFKBIB,oligodendrocyte
NFKBIE,oligodendrocyte
NFKBIZ,oligodendrocyte
NGDN,oligodendrocyte
NHLRC2,oligodendrocyte
NIN,oligodendrocyte
NINJ1,oligodendrocyte
NINJ2,oligodendrocyte
NIPA1,oligodendrocyte
NIPSNAP3A,oligodendrocyte
NISCH,oligodendrocyte
NKIRAS2,oligodendrocyte
NKTR,oligodendrocyte
NKX2-2,oligodendrocyte
NKX6-2,oligodendrocyte
NLGN3,oligodendrocyte
NLK,oligodendrocyte
NME3,oligodendrocyte
NMRAL1,oligodendrocyte
NOC2L,oligodendrocyte
NOC3L,oligodendrocyte
NOD1,oligodendrocyte
NOL3,oligodendrocyte
NOL7,oligodendrocyte
NOL8,oligodendrocyte
NOLC1,oligodendrocyte
NOMO1,oligodendrocyte
NPB,oligodendrocyte
NPM1,oligodendrocyte
NPM3,oligodendrocyte
NR2C1,oligodendrocyte
NR2C2,oligodendrocyte
NRAS,oligodendrocyte
NRD1,oligodendrocyte
NRM,oligodendrocyte
NSD1,oligodendrocyte
NT5E,oligodendrocyte
NTN1,oligodendrocyte
NUDCD2,oligodendrocyte
NUDT16,oligodendrocyte
NUDT16L1,oligodendrocyte
NUDT17,oligodendrocyte
NUDT8,oligodendrocyte
NUP50,oligodendrocyte
NUTF2,oligodendrocyte
NXPH1,oligodendrocyte
OLIG1,oligodendrocyte
OLIG2,oligodendrocyte
OMG,oligodendrocyte
ONECUT2,oligodendrocyte
OPCML,oligodendrocyte
ORAOV1,oligodendrocyte
ORMDL1,oligodendrocyte
ORMDL2,oligodendrocyte
OSBPL1A,oligodendrocyte
OSTF1,oligodendrocyte
OSTM1,oligodendrocyte
OTUD7B,oligodendrocyte
P2RX4,oligodendrocyte
P2RX7,oligodendrocyte
P2RY12,oligodendrocyte
P2RY13,oligodendrocyte
PA2G4,oligodendrocyte
PACS2,oligodendrocyte
PADI2,oligodendrocyte
PAFAH1B1,oligodendrocyte
PAK4,oligodendrocyte
PAK6,oligodendrocyte
PAM,oligodendrocyte
PANK3,oligodendrocyte
PANX1,oligodendrocyte
PAPSS1,oligodendrocyte
PAQR4,oligodendrocyte
PAQR8,oligodendrocyte
PARL,oligodendrocyte
PARP1,oligodendrocyte
PARVB,oligodendrocyte
PATZ1,oligodendrocyte
PAWR,oligodendrocyte
PBK,oligodendrocyte
PCBP4,oligodendrocyte
PCDH10,oligodendrocyte
PCDH15,oligodendrocyte
PCDH17,oligodendrocyte
PCDH7,oligodendrocyte
PCDH9,oligodendrocyte
PCDHB10,oligodendrocyte
PCGF3,oligodendrocyte
PCGF5,oligodendrocyte
PCM1,oligodendrocyte
PCMTD1,oligodendrocyte
PCNX,oligodendrocyte
PCOLCE2,oligodendrocyte
PCP2,oligodendrocyte
PCSK6,oligodendrocyte
PCTK3,oligodendrocyte
PCYT2,oligodendrocyte
PDCD4,oligodendrocyte
PDCD6IP,oligodendrocyte
PDE3B,oligodendrocyte
PDE6D,oligodendrocyte
PDE7A,oligodendrocyte
PDE8A,oligodendrocyte
PDE9A,oligodendrocyte
PDGFA,oligodendrocyte
PDGFRA,oligodendrocyte
PDGFRL,oligodendrocyte
PDHX,oligodendrocyte
PDIA3,oligodendrocyte
PDK1,oligodendrocyte
PDK3,oligodendrocyte
PDLIM2,oligodendrocyte
PDLIM5,oligodendrocyte
PDZD8,oligodendrocyte
PDZRN4,oligodendrocyte
PELI1,oligodendrocyte
PES1,oligodendrocyte
PFKFB2,oligodendrocyte
PFTK1,oligodendrocyte
PGD,oligodendrocyte
PGPEP1,oligodendrocyte
PHACTR3,oligodendrocyte
PHC1,oligodendrocyte
PHC2,oligodendrocyte
PHC3,oligodendrocyte
PHF10,oligodendrocyte
PHF14,oligodendrocyte
PHF20L1,oligodendrocyte
PHF21A,oligodendrocyte
PHF6,oligodendrocyte
PHLDA1,oligodendrocyte
PHLDA3,oligodendrocyte
PHLDB1,oligodendrocyte
PIAS4,oligodendrocyte
PIGA,oligodendrocyte
PIGF,oligodendrocyte
PIGQ,oligodendrocyte
PIGZ,oligodendrocyte
PIK3R3,oligodendrocyte
PIM3,oligodendrocyte
PIP5K1A,oligodendrocyte
PLA2G4A,oligodendrocyte
PLAT,oligodendrocyte
PLCG2,oligodendrocyte
PLCH2,oligodendrocyte
PLCL1,oligodendrocyte
PLD1,oligodendrocyte
PLEKHA1,oligodendrocyte
PLEKHA2,oligodendrocyte
PLEKHA8,oligodendrocyte
PLEKHB1,oligodendrocyte
PLEKHF1,oligodendrocyte
PLEKHG1,oligodendrocyte
PLEKHG3,oligodendrocyte
PLEKHH1,oligodendrocyte
PLEKHJ1,oligodendrocyte
PLK3,oligodendrocyte
PLLP,oligodendrocyte
PLOD1,oligodendrocyte
PLOD2,oligodendrocyte
PLOD3,oligodendrocyte
PLP1,oligodendrocyte
PLXNA3,oligodendrocyte
PLXNB3,oligodendrocyte
PMVK,oligodendrocyte
PNN,oligodendrocyte
PNO1,oligodendrocyte
PNPLA3,oligodendrocyte
PNPT1,oligodendrocyte
POLD1,oligodendrocyte
POLD2,oligodendrocyte
POLDIP3,oligodendrocyte
POLG,oligodendrocyte
POLR2A,oligodendrocyte
POLR2D,oligodendrocyte
POLR2J,oligodendrocyte
POLR3E,oligodendrocyte
POLR3H,oligodendrocyte
POMGNT1,oligodendrocyte
POP4,oligodendrocyte
POU3F1,oligodendrocyte
PPAP2C,oligodendrocyte
PPAPDC1A,oligodendrocyte
PPARD,oligodendrocyte
PPFIBP1,oligodendrocyte
PPFIBP2,oligodendrocyte
PPIL2,oligodendrocyte
PPM1L,oligodendrocyte
PPP1CB,oligodendrocyte
PPP1R13L,oligodendrocyte
PPP1R14A,oligodendrocyte
PPP1R14B,oligodendrocyte
PPP1R14C,oligodendrocyte
PPP1R16B,oligodendrocyte
PPP1R3E,oligodendrocyte
PPP2R2A,oligodendrocyte
PPP2R3A,oligodendrocyte
PPP2R5E,oligodendrocyte
PPP3CB,oligodendrocyte
PPT1,oligodendrocyte
PPT2,oligodendrocyte
PRDM2,oligodendrocyte
PRDX2,oligodendrocyte
PRICKLE1,oligodendrocyte
PRIMA1,oligodendrocyte
PRKCQ,oligodendrocyte
PRKCSH,oligodendrocyte
PRKCZ,oligodendrocyte
PRKDC,oligodendrocyte
PRKG1,oligodendrocyte
PRKG2,oligodendrocyte
PRMT3,oligodendrocyte
PROM1,oligodendrocyte
PRPF40A,oligodendrocyte
PRPF4B,oligodendrocyte
PRPS1,oligodendrocyte
PRPSAP2,oligodendrocyte
PRRC1,oligodendrocyte
PRRX1,oligodendrocyte
PSAT1,oligodendrocyte
PSKH1,oligodendrocyte
PSMA7,oligodendrocyte
PSMB2,oligodendrocyte
PSMD11,oligodendrocyte
PSMD6,oligodendrocyte
PSME4,oligodendrocyte
PSTPIP2,oligodendrocyte
PTBP2,oligodendrocyte
PTEN,oligodendrocyte
PTGDS,oligodendrocyte
PTK2,oligodendrocyte
PTPLA,oligodendrocyte
PTPN11,oligodendrocyte
PTPN14,oligodendrocyte
PTPRB,oligodendrocyte
PTPRD,oligodendrocyte
PTPRE,oligodendrocyte
PTPRJ,oligodendrocyte
PTPRO,oligodendrocyte
PTPRZ1,oligodendrocyte
PTTG1,oligodendrocyte
PUS7,oligodendrocyte
PUS7L,oligodendrocyte
PVR,oligodendrocyte
PWP1,oligodendrocyte
PXN,oligodendrocyte
PYCR1,oligodendrocyte
PYCR2,oligodendrocyte
QDPR,oligodendrocyte
QPCT,oligodendrocyte
QRICH1,oligodendrocyte
QTRTD1,oligodendrocyte
RAB10,oligodendrocyte
RAB14,oligodendrocyte
RAB21,oligodendrocyte
RAB2B,oligodendrocyte
RAB32,oligodendrocyte
RAB33A,oligodendrocyte
RAB39B,oligodendrocyte
RAB40C,oligodendrocyte
RAB4A,oligodendrocyte
RAB4B,oligodendrocyte
RAB8B,oligodendrocyte
RABGAP1,oligodendrocyte
RAC1,oligodendrocyte
RAD51L3,oligodendrocyte
RALA,oligodendrocyte
RALGDS,oligodendrocyte
RALGPS1,oligodendrocyte
RALY,oligodendrocyte
RAMP2,oligodendrocyte
RAN,oligodendrocyte
RAP1A,oligodendrocyte
RAP1GAP,oligodendrocyte
RAP1GDS1,oligodendrocyte
RAP2A,oligodendrocyte
RAPGEF1,oligodendrocyte
RASA2,oligodendrocyte
RASGEF1B,oligodendrocyte
RASGRP3,oligodendrocyte
RASL12,oligodendrocyte
RASSF8,oligodendrocyte
RBBP4,oligodendrocyte
RBCK1,oligodendrocyte
RBKS,oligodendrocyte
RBL2,oligodendrocyte
RBM16,oligodendrocyte
RBM22,oligodendrocyte
RBM28,oligodendrocyte
RBM3,oligodendrocyte
RBM39,oligodendrocyte
RBM4,oligodendrocyte
RBM4B,oligodendrocyte
RBMX,oligodendrocyte
RBPSUH,oligodendrocyte
RC3H1,oligodendrocyte
RCC2,oligodendrocyte
RCN1,oligodendrocyte
RDX,oligodendrocyte
REEP3,oligodendrocyte
REEP5,oligodendrocyte
REPS1,oligodendrocyte
RER1,oligodendrocyte
RERE,oligodendrocyte
REXO2,oligodendrocyte
RFFL,oligodendrocyte
RGS16,oligodendrocyte
RGS3,oligodendrocyte
RHBDD1,oligodendrocyte
RHBDL3,oligodendrocyte
RHOA,oligodendrocyte
RHOBTB3,oligodendrocyte
RHOF,oligodendrocyte
RHOG,oligodendrocyte
RIMS2,oligodendrocyte
RIN2,oligodendrocyte
RIOK2,oligodendrocyte
RIOK3,oligodendrocyte
RLBP1,oligodendrocyte
RLF,oligodendrocyte
RMND5A,oligodendrocyte
RNASEH1,oligodendrocyte
RNASEH2B,oligodendrocyte
RNASEH2C,oligodendrocyte
RND2,oligodendrocyte
RNF122,oligodendrocyte
RNF128,oligodendrocyte
RNF13,oligodendrocyte
RNF130,oligodendrocyte
RNF138,oligodendrocyte
RNF43,oligodendrocyte
RNF7,oligodendrocyte
RNPC3,oligodendrocyte
RNPEPL1,oligodendrocyte
ROD1,oligodendrocyte
RORB,oligodendrocyte
RPE,oligodendrocyte
RPGRIP1,oligodendrocyte
RPIA,oligodendrocyte
RPL11,oligodendrocyte
RPL12,oligodendrocyte
RPL13,oligodendrocyte
RPL14,oligodendrocyte
RPL18,oligodendrocyte
RPL30,oligodendrocyte
RPL36,oligodendrocyte
RPL37,oligodendrocyte
RPL5,oligodendrocyte
RPN2,oligodendrocyte
RPP30,oligodendrocyte
RPP40,oligodendrocyte
RPS12,oligodendrocyte
RPS18,oligodendrocyte
RPS25,oligodendrocyte
RPS27L,oligodendrocyte
RPS6,oligodendrocyte
RPS6KB1,oligodendrocyte
RPS7,oligodendrocyte
RPSA,oligodendrocyte
RRAS2,oligodendrocyte
RSF1,oligodendrocyte
RSL1D1,oligodendrocyte
RTKN,oligodendrocyte
RTN4,oligodendrocyte
RWDD4A,oligodendrocyte
RYBP,oligodendrocyte
S100A1,oligodendrocyte
S100A13,oligodendrocyte
S100A16,oligodendrocyte
S100A3,oligodendrocyte
S100A4,oligodendrocyte
S100A6,oligodendrocyte
S100B,oligodendrocyte
SAMD4B,oligodendrocyte
SAP18,oligodendrocyte
SASH1,oligodendrocyte
SBF1,oligodendrocyte
SC4MOL,oligodendrocyte
SCAMP2,oligodendrocyte
SCAMP4,oligodendrocyte
SCAMP5,oligodendrocyte
SCARB2,oligodendrocyte
SCCPDH,oligodendrocyte
SCEL,oligodendrocyte
SCFD1,oligodendrocyte
SCFD2,oligodendrocyte
SCG5,oligodendrocyte
SCN8A,oligodendrocyte
SCRG1,oligodendrocyte
SCRIB,oligodendrocyte
SCRN1,oligodendrocyte
SCRN3,oligodendrocyte
SDCCAG3,oligodendrocyte
SDF2L1,oligodendrocyte
SDF4,oligodendrocyte
SDPR,oligodendrocyte
SEC13,oligodendrocyte
SEC24A,oligodendrocyte
SEC24C,oligodendrocyte
SEC61A1,oligodendrocyte
SEL1L,oligodendrocyte
SEMA3D,oligodendrocyte
SEMA3E,oligodendrocyte
SEMA4A,oligodendrocyte
SEMA4C,oligodendrocyte
SEMA4D,oligodendrocyte
SEMA4F,oligodendrocyte
SEMA5A,oligodendrocyte
SEMA5B,oligodendrocyte
SEMA6A,oligodendrocyte
SEPHS1,oligodendrocyte
SEPN1,oligodendrocyte
SEPT4,oligodendrocyte
SEPT7,oligodendrocyte
SEPT8,oligodendrocyte
SERINC5,oligodendrocyte
SERTAD2,oligodendrocyte
SESTD1,oligodendrocyte
SET,oligodendrocyte
SETD8,oligodendrocyte
SETDB2,oligodendrocyte
SEZ6L,oligodendrocyte
SF3A2,oligodendrocyte
SF3B3,oligodendrocyte
SFPQ,oligodendrocyte
SFRS11,oligodendrocyte
SFRS12,oligodendrocyte
SFRS15,oligodendrocyte
SFRS16,oligodendrocyte
SFRS2,oligodendrocyte
SFRS6,oligodendrocyte
SFRS9,oligodendrocyte
SFT2D1,oligodendrocyte
SFT2D3,oligodendrocyte
SFTPC,oligodendrocyte
SFXN2,oligodendrocyte
SGCB,oligodendrocyte
SGK2,oligodendrocyte
SH2B3,oligodendrocyte
SH3BP4,oligodendrocyte
SH3D19,oligodendrocyte
SH3GL3,oligodendrocyte
SH3GLB1,oligodendrocyte
SH3RF1,oligodendrocyte
SH3TC2,oligodendrocyte
SHC4,oligodendrocyte
SHFM1,oligodendrocyte
SHKBP1,oligodendrocyte
SHMT1,oligodendrocyte
SHMT2,oligodendrocyte
SI,oligodendrocyte
SIAH2,oligodendrocyte
SIPA1L2,oligodendrocyte
SIRT2,oligodendrocyte
SIRT7,oligodendrocyte
SIVA1,oligodendrocyte
SLAIN1,oligodendrocyte
SLC10A7,oligodendrocyte
SLC11A2,oligodendrocyte
SLC12A2,oligodendrocyte
SLC15A4,oligodendrocyte
SLC16A12,oligodendrocyte
SLC16A13,oligodendrocyte
SLC16A7,oligodendrocyte
SLC1A1,oligodendrocyte
SLC22A4,oligodendrocyte
SLC22A5,oligodendrocyte
SLC24A2,oligodendrocyte
SLC24A5,oligodendrocyte
SLC25A1,oligodendrocyte
SLC25A15,oligodendrocyte
SLC25A17,oligodendrocyte
SLC25A36,oligodendrocyte
SLC25A38,oligodendrocyte
SLC25A40,oligodendrocyte
SLC26A11,oligodendrocyte
SLC26A2,oligodendrocyte
SLC27A3,oligodendrocyte
SLC27A4,oligodendrocyte
SLC29A3,oligodendrocyte
SLC31A2,oligodendrocyte
SLC35A2,oligodendrocyte
SLC35A4,oligodendrocyte
SLC35A5,oligodendrocyte
SLC35B2,oligodendrocyte
SLC35D1,oligodendrocyte
SLC35E3,oligodendrocyte
SLC35F2,oligodendrocyte
SLC38A2,oligodendrocyte
SLC44A1,oligodendrocyte
SLC45A3,oligodendrocyte
SLC4A2,oligodendrocyte
SLC6A8,oligodendrocyte
SLC6A9,oligodendrocyte
SLC7A3,oligodendrocyte
SLC7A6,oligodendrocyte
SLC9A3R2,oligodendrocyte
SLC9A9,oligodendrocyte
SLK,oligodendrocyte
SLTM,oligodendrocyte
SMAD3,oligodendrocyte
SMAD7,oligodendrocyte
SMARCA4,oligodendrocyte
SMARCA5,oligodendrocyte
SMARCB1,oligodendrocyte
SMARCC1,oligodendrocyte
SMOC1,oligodendrocyte
SMOX,oligodendrocyte
SMPD2,oligodendrocyte
SMURF1,oligodendrocyte
SNAP23,oligodendrocyte
SNORD22,oligodendrocyte
SNRPA1,oligodendrocyte
SNRPD3,oligodendrocyte
SNRPF,oligodendrocyte
SNUPN,oligodendrocyte
SNX1,oligodendrocyte
SNX13,oligodendrocyte
SNX15,oligodendrocyte
SNX30,oligodendrocyte
SNX5,oligodendrocyte
SNX6,oligodendrocyte
SOCS6,oligodendrocyte
SOST,oligodendrocyte
SOX10,oligodendrocyte
SOX11,oligodendrocyte
SOX3,oligodendrocyte
SOX4,oligodendrocyte
SOX6,oligodendrocyte
SOX8,oligodendrocyte
SPAST,oligodendrocyte
SPATA13,oligodendrocyte
SPATA2,oligodendrocyte
SPATA5L1,oligodendrocyte
SPATS2,oligodendrocyte
SPG20,oligodendrocyte
SPHK2,oligodendrocyte
SPON1,oligodendrocyte
SPSB1,oligodendrocyte
SPTLC1,oligodendrocyte
SPTLC2,oligodendrocyte
SQLE,oligodendrocyte
SRD5A1,oligodendrocyte
SRFBP1,oligodendrocyte
SRI,oligodendrocyte
SRP54,oligodendrocyte
SRPK1,oligodendrocyte
SRPK3,oligodendrocyte
SRRM1,oligodendrocyte
SS18,oligodendrocyte
SSNA1,oligodendrocyte
SSR2,oligodendrocyte
SSR4,oligodendrocyte
ST18,oligodendrocyte
ST3GAL6,oligodendrocyte
ST6GALNAC3,oligodendrocyte
ST7L,oligodendrocyte
STAM,oligodendrocyte
STAR,oligodendrocyte
STARD13,oligodendrocyte
STARD3NL,oligodendrocyte
STARD9,oligodendrocyte
STAT1,oligodendrocyte
STEAP1,oligodendrocyte
STEAP2,oligodendrocyte
STK10,oligodendrocyte
STK32A,oligodendrocyte
STK32C,oligodendrocyte
STK39,oligodendrocyte
STOX2,oligodendrocyte
STRN,oligodendrocyte
STRN3,oligodendrocyte
STT3A,oligodendrocyte
STX2,oligodendrocyte
STXBP2,oligodendrocyte
STXBP6,oligodendrocyte
STYX,oligodendrocyte
SULF2,oligodendrocyte
SUMO1,oligodendrocyte
SUSD4,oligodendrocyte
SUSD5,oligodendrocyte
SVIL,oligodendrocyte
SYCP3,oligodendrocyte
SYDE2,oligodendrocyte
SYMPK,oligodendrocyte
SYNCRIP,oligodendrocyte
SYNGR1,oligodendrocyte
SYNGR2,oligodendrocyte
SYNJ2,oligodendrocyte
SYT11,oligodendrocyte
SYTL2,oligodendrocyte
SYVN1,oligodendrocyte
TADA1L,oligodendrocyte
TAF11,oligodendrocyte
TAF9B,oligodendrocyte
TALDO1,oligodendrocyte
TAPT1,oligodendrocyte
TARDBP,oligodendrocyte
TARS,oligodendrocyte
TBC1D14,oligodendrocyte
TBC1D15,oligodendrocyte
TBC1D16,oligodendrocyte
TBC1D23,oligodendrocyte
TBC1D24,oligodendrocyte
TBC1D5,oligodendrocyte
TBC1D8,oligodendrocyte
TBC1D8B,oligodendrocyte
TBCCD1,oligodendrocyte
TBK1,oligodendrocyte
TBL1XR1,oligodendrocyte
TBRG4,oligodendrocyte
TCF12,oligodendrocyte
TCF25,oligodendrocyte
TCF3,oligodendrocyte
TCF7L2,oligodendrocyte
TCFL5,oligodendrocyte
TCP11L2,oligodendrocyte
TCTA,oligodendrocyte
TDRD7,oligodendrocyte
TDRKH,oligodendrocyte
TES,oligodendrocyte
TFDP1,oligodendrocyte
TFDP2,oligodendrocyte
TGFA,oligodendrocyte
TGFBR1,oligodendrocyte
TGS1,oligodendrocyte
THAP1,oligodendrocyte
THAP2,oligodendrocyte
THBS3,oligodendrocyte
THNSL2,oligodendrocyte
THOC4,oligodendrocyte
THOC6,oligodendrocyte
THSD7A,oligodendrocyte
TIA1,oligodendrocyte
TIAL1,oligodendrocyte
TIMP2,oligodendrocyte
TIMP4,oligodendrocyte
TJAP1,oligodendrocyte
TLE2,oligodendrocyte
